"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
12805,1633927876937x289179847710885300,"Jerry Rice",PSA,54088408,1988,Topps,43,Base,"PSA 9",Football,15.50
12806,1633927876937x289179847710885300,"Jerry Rice",PSA,54088409,1988,Topps,43,Base,"PSA 9",Football,15.50
12807,1633927876937x289179847710885300,"Jerry Rice",PSA,54088410,1988,Topps,43,Base,"PSA 9",Football,15.50
12808,1633927876937x289179847710885300,"Jerry Rice",PSA,54088411,1988,Topps,43,Base,"PSA 9",Football,15.50
12809,1633927876937x289179847710885300,"Jerry Rice",PSA,54088412,1988,Topps,43,Base,"PSA 9",Football,15.50
12812,1633927876937x289179847710885300,"Jerry Rice",PSA,54088414,1988,Topps,43,Base,"PSA 9",Football,15.50
12813,1633927876937x289179847710885300,"Jerry Rice",PSA,54088415,1988,Topps,43,Base,"PSA 9",Football,15.50
12814,1633927876937x289179847710885300,"Jerry Rice",PSA,54088416,1988,Topps,43,Base,"PSA 9",Football,15.50
12817,1633927876937x289179847710885300,"Jerry Rice",PSA,54088418,1988,Topps,43,Base,"PSA 9",Football,15.50
12122,1642208617853x413452390367965400,"Kellen Winslow",PSA,54088419,1981,Topps,150,Base,"PSA 8",football,12.52
12465,1606879806545x537145074418188300,"Bo Bichette",SGC,5408863,2020,"Topps Chrome",150,Base,"SGC 10",Baseball,19.00
13119,1600460528910x452583532320908200,"Michael Jordan",,54091177,1990,Fleer,26,Base,"PSA 9",Basketball,29.00
12623,1600460493770x426761053613466940,"Michael Jordan",PSA,54091178,1990,"Fleer All-Stars",5,Base,"PSA 7",Basketball,12.00
10720,1608002339007x139966672630821300,"Matisse Thybulle",PSA,54110666,2019,"Panini Select",97,Base,"PSA 10","Basketball ",
10400,1644770370041x987931003845905000,"Jalen Hurts",PSA,54137257,2020,"Panini Prizm",343,"Pink Prizm","PSA 10",Football,127.50
10855,,"Shohei Ohtani",SGC,5422037,2018,"Topps Chrome Update",HMT55,,"SGC 10","Baseball ",
10057,1638805824800x898687640449425000,"Luka Doncic",PSA,54247708,2018,Optic,177,Shock,"PSA 9","Basketball ",207.50
11755,,"Jasson Dominguez",PSA,54272891,2020,Bowman,"Paper Prospects",BP8,"PSA 10",baseball,
12477,1618274755527x320640852333428740,"Randy Arozarena",PSA,54293682,2020,"Bowman Chrome  ",11,Base,"PSA 10",baseball,18.00
13191,1603131768741x603497639997377000,"Magic Johnson",PSA,54294771,1981,Topps,21,Base,"PSA 8",Basketball,138.77
10905,,"LeBron James",PSA,54296767,2003,"S.I. for Kids",264,,"PSA 9","Basketball ",
10906,,"LeBron James",PSA,54296769,2003,"S.I. for Kids",264,,"PSA 9","Basketball ",
11129,1604124304582x918113772691783700,"Joe Burrow",PSA,54314601,2020,Mosaic,201,"Silver Prizm","PSA 9",Football,190.00
11125,1604124304582x918113772691783700,"Joe Burrow",PSA,54314602,2020,Mosaic,201,"Silver Prizm","PSA 9",Football,190.00
10139,1644971194277x691125427272616000,"Ja Morant",PSA,54341756,2019,"Hoops   ",259,Winter,"PSA 9","Basketball ",16.50
10915,,"Joe Burrow",PSA,54359165,2020,"Panini Mosaic",201,"Black Gold Choice 1/8","PSA 10",Football,
11296,,"Francisco Lindor",PSA,54384435,2015,"Topps Update","No Sparkle Under GLove",US82,"PSA 9",Baseball,
11297,,"Francisco Lindor",PSA,54384437,2015,"Topps Update","No Sparkle Under GLove",US82,"PSA 9",Baseball,
11298,,"Francisco Lindor",PSA,54384439,2015,"Topps Update","No Sparkle Under GLove",US82,"PSA 9",Baseball,
10679,1644886690266x322797811595371300,"T.J. Watt",PSA,54389950,2017,"Panini Select",124,Base,"PSA 10",Football,
12152,1587566205457x271629748702806000,"Troy Aikman",PSA,54493049,1989,Score,270,Base,"PSA 9",football,48.00
12718,1649634595294x783933738986242000,"Randy Arozarena",PSA,54515284,2020,"Topps Complete Set",229,"Gold Stars","PSA 10",Baseball,9.99
12719,1618274755527x320640852333428740,"Randy Arozarena",PSA,54515292,2020,"Bowman Chrome",11,Base,"PSA 9",Baseball,3.25
12033,1618274755527x320640852333428740,"Randy Arozarena",PSA,54515295,2020,"Bowman Chrome",11,Base,"PSA 9",baseball,3.25
10701,1644971198341x132338298427248750,"Terry McLaurin",PSA,54523502,2019,"Panini Prizm",353,"Lazer Prizm","PSA 9",Football,22.50
10713,,"Collin Sexton",PSA,54570197,2018,"Panini Optic",180,Shock,"PSA 8","Basketball ",
12737,,"Patrick Mahomes",PSA,54597765,2017,"SA-GE Hit",5,"Premier Draft","PSA 9",Football,
10388,,"Shohei Ohtani",SGC,5463018,2018,"Topps Chome Update",HMT32,"Rookie Debut","SGC 9","Baseball ",
10667,1644770377157x115324213220818980,"Christian McCaffrey",PSA,54636906,2017,"Panini Donruss",318,Base,"PSA 8",Football,12.50
10761,1651019294607x732150968469831700,"Zion Williamson",PSA,54636910,2019,Chronicles,664,Base,"PSA 9","Basketball ",6.50
13104,1603131759007x983834441130714500,"Kevin McHale",PSA,54642477,1981,Topps,75,East,"PSA 8",Basketball,32.00
10018,,"Kevin Durant",PSA,54808514,2007,Topps,112,Black,"PSA 7.5","Basketball ",
10021,,"Kevin Durant",PSA,54808515,2007,Topps,112,Black,"PSA 7","Basketball ",
13383,1616455184934x883328727808475100,"DK Metcalf",SGC,5486366,2019,Donruss,313,Base,"SGC 6",,
13451,1612478176469x342559640438260240,"Jack Hughes",PSA,54913116,2019,"Upper Deck",201,Base,"PSA 9",,101.17
11218,1646715322374x870108769009823000,"Zapdos Holo",PSA,54921372,1999,"Pokemon Fossil",15,"1st Edition","PSA 7",Pokemon,
12741,,"Kevin Durant",PSA,54925161,2007,Topps,112,Black,"PSA 8.5",Basketball,
12733,1647312193603x823654791508918300,"Kevin Durant",PSA,54925162,2007,Topps,112,"1957-58 Variation","PSA 9",Basketball,41.00
12170,,"Jasson Dominguez",PSA,54961102,2020,"Bowman Prospects",BP8,base,"PSA 10",Baseball,
13462,,"Willie Lanier",PSA,54983508,1972,Topps,35,base,"PSA 8",,
12799,1633927876937x289179847710885300,"Jerry Rice",PSA,54983534,1988,Topps,43,Base,"PSA 9",Football,15.50
12798,1633927876937x289179847710885300,"Jerry Rice",PSA,54983541,1988,Topps,43,Base,"PSA 9",Football,15.50
12503,1607294219732x996297298643861400,"Bo Jackson",PSA,54983542,1989,Score,384S,Base,"PSA 9",Football,36.00
12516,1649817333468x132813856936558600,"Sterling Sharpe",PSA,54983543,1989,Score,333S,Base,"PSA 9",Football,30.00
13139,1643235272793x539425390474559500,"Deion Sanders",,54983551,1989,"Topps Traded",30T,Base,"PSA 8",Football,7.50
10599,1618274755527x320640852333428740,"Randy Arozarena",PSA,55010243,2020,"Bowman Chrome",11,Base,"PSA 10",Baseball,18.00
10598,1618274755527x320640852333428740,"Randy Arozarena",PSA,55010244,2020,"Bowman Chrome",11,Base,"PSA 10",Baseball,18.00
10600,1618274755527x320640852333428740,"Randy Arozarena",PSA,55010245,2020,"Bowman Chrome",11,Base,"PSA 10",Baseball,18.00
10592,1604246971232x548226900552581100,"Randy Arozarena",PSA,55010246,2020,"Topps Chrome",49,Base,"PSA 10",Baseball,13.21
10593,1604246971232x548226900552581100,"Randy Arozarena",PSA,55010247,2020,"Topps Chrome",49,Base,"PSA 10",Baseball,13.21
10594,,"Randy Arozarena",PSA,55010248,2020,Bowman,24,,"PSA 10",Baseball,
10595,1609908115713x217935594201095650,"Randy Arozarena",PSA,55010249,2020,Bowman,24,Base,"PSA 10",Baseball,8.50
10596,1609908115713x217935594201095650,"Randy Arozarena",PSA,55010250,2020,Bowman,24,Base,"PSA 10",Baseball,8.50
11096,,"Tyler Herro",PSA,55010252,2019,Optic,172,Fanatics,"PSA 9","Basketball ",
11094,,"Tyler Herro",PSA,55010253,2019,Optic,172,Fanatics,"PSA 10","Basketball ",
10704,1597415256483x854189683624640500,"DK Metcalf",PSA,55010254,2019,"Panini Prizm",343,Base,"PSA 9",Football,20.50
10731,1597415256483x854189683624640500,"DK Metcalf",PSA,55010255,2019,"Panini Prizm",343,Base,"PSA 9",Football,20.50
10706,1597415256483x854189683624640500,"DK Metcalf",PSA,55010256,2019,"Panini Prizm",343,Base,"PSA 7",Football,4.75
10730,1597415256483x854189683624640500,"DK Metcalf",PSA,55010257,2019,"Panini Prizm",343,Base,"PSA 9",Football,20.50
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10705,,"DK Metcalf","PSA ",55010258,2019,"Panini Optic",163,,"PSA 9",Football,
10729,1616455184934x883328727808475100,"DK Metcalf",PSA,55010259,2019,"Panini Donruss",313,Base,"PSA 10",Football,49.00
10728,1616455184934x883328727808475100,"DK Metcalf",PSA,55010260,2019,"Panini Donruss",313,Base,"PSA 10",Football,49.00
10918,,"Justin Jefferson",PSA,55010261,2020,"Panini Donruss",313,"Black Press Proof 10/10","PSA 8",Football,
11136,1618408969033x449519865321226240,"Chase Claypool",PSA,55010263,2020,Donruss,327,Canvas,"PSA 10",Football,18.50
11131,1608510316171x902933167267758300,"Tua Tagovailoa",PSA,55010264,2020,Mosaic,203,Base,"PSA 8",Football,9.99
10737,1620261838704x710912339610959900,"Kyler Murray",PSA,55010265,2019,"Panini Donruss",302,Base,"PSA 10",Football,55.88
10738,1620261838704x710912339610959900,"Kyler Murray",PSA,55010266,2019,"Panini Donruss",302,Base,"PSA 10",Football,55.88
10735,1620261838704x710912339610959900,"Kyler Murray",PSA,55010267,2019,"Panini Donruss",302,Base,"PSA 10",Football,55.88
10736,1620261838704x710912339610959900,"Kyler Murray",PSA,55010268,2019,"Panini Donruss",302,Base,"PSA 10",Football,55.88
10734,1620262161254x890304951906730000,"Kyler Murray",PSA,55010269,2019,"Panini Donruss",302,Canvas,"PSA 10",Football,61.00
11134,,"Brandon Aiyuk",PSA,55010270,2020,Donruss,RPJBA,"RPA /25","PSA 8",Football,
11137,,"Chase Claypool",PSA,55010271,2020,Donruss,327,"Purple /500 ","PSA 8",Football,
11133,,"Antonio Gandy-Golden ",PSA,55010272,2020,Donruss,334,"Purple Auto","PSA 9",Football,
10904,,"Tua Tagovailoa",PSA,55010273,2020,"Panini Donruss",302,Canvas,"PSA 9",Football,
10889,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010274,2020,"Panini Donruss",302,Base,"PSA 10",Football,41.12
10902,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010275,2020,"Panini Donruss",302,Base,"PSA 8",Football,19.99
10890,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010276,2020,"Panini Donruss",302,Base,"PSA 10",Football,41.12
10888,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010277,2020,"Panini Donruss",302,Base,"PSA 10",Football,41.12
10893,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010278,2020,"Panini Donruss",302,Base,"PSA 9",Football,16.50
10894,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010279,2020,"Panini Donruss",302,Base,"PSA 9",Football,16.50
10895,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010280,2020,"Panini Donruss",302,Base,"PSA 9",Football,16.50
10900,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010281,2020,"Panini Donruss",302,Base,"PSA 9",Football,16.50
10891,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010282,2020,"Panini Donruss",302,Base,"PSA 10",Football,41.12
10892,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010283,2020,"Panini Donruss",302,Base,"PSA 10",Football,41.12
10903,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010284,2020,"Panini Donruss",302,Base,"PSA 9",Football,16.50
10897,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010285,2020,"Panini Donruss",302,Base,"PSA 9",Football,16.50
10898,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010286,2020,"Panini Donruss",302,Base,"PSA 9",Football,16.50
10899,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010287,2020,"Panini Donruss",302,Base,"PSA 9",Football,16.50
10887,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010288,2020,"Panini Donruss",302,Base,"PSA 10",Football,41.12
10901,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010289,2020,"Panini Donruss",302,Base,"PSA 9",Football,16.50
10896,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,55010290,2020,"Panini Donruss",302,Base,"PSA 9",Football,16.50
10884,1615055460592x822164033646100500,"Justin Jefferson",PSA,55010294,2020,"Panini Donruss",313,Base,"PSA 9",Football,17.50
10878,1616987214111x246748649577512960,"Joe Burrow",PSA,55010297,2020,"Panini Donruss",301,Canvas,"PSA 10",Football,124.72
10912,1610342967982x121391615306366980,"Joe Burrow",PSA,55010298,2020,"Panini Donruss",301,Base,"PSA 10",Football,127.50
10913,1610342967982x121391615306366980,"Joe Burrow",PSA,55010299,2020,"Panini Donruss",301,Base,"PSA 10",Football,127.50
10876,1610342967982x121391615306366980,"Joe Burrow",PSA,55010300,2020,"Panini Donruss",301,Base,"PSA 10",Football,127.50
10882,1610342967982x121391615306366980,"Joe Burrow",PSA,55010301,2020,"Panini Donruss",301,Base,"PSA 9",Football,51.00
10880,1610342967982x121391615306366980,"Joe Burrow",PSA,55010302,2020,"Panini Donruss",301,Base,"PSA 9",Football,51.00
10911,1610342967982x121391615306366980,"Joe Burrow",PSA,55010303,2020,"Panini Donruss",301,Base,"PSA 10",Football,127.50
10877,1610342967982x121391615306366980,"Joe Burrow",PSA,55010304,2020,"Panini Donruss",301,Base,"PSA 10",Football,127.50
10910,1610342967982x121391615306366980,"Joe Burrow",PSA,55010305,2020,"Panini Donruss",301,Base,"PSA 10",Football,127.50
10879,1610342967982x121391615306366980,"Joe Burrow",PSA,55010306,2020,"Panini Donruss",301,Base,"PSA 9",Football,51.00
10909,1610342967982x121391615306366980,"Joe Burrow",PSA,55010307,2020,"Panini Donruss",301,Base,"PSA 10",Football,127.50
10874,1610342967982x121391615306366980,"Joe Burrow",PSA,55010308,2020,"Panini Donruss",301,Base,"PSA 10",Football,127.50
10875,1610342967982x121391615306366980,"Joe Burrow",PSA,55010309,2020,"Panini Donruss",301,Base,"PSA 10",Football,127.50
11116,1610342967982x121391615306366980,"Joe Burrow",PSA,55010311,2020,Donruss,301,Base,"PSA 10",Football,127.50
11117,1610342967982x121391615306366980,"Joe Burrow",PSA,55010312,2020,Donruss,301,Base,"PSA 10",Football,127.50
10657,,"Chris Carson",PSA,55010330,2017,"Panini Prizm",212,Red/White/Blue,"PSA 10",Football,
10656,,"Chris Carson",PSA,55010331,2017,"Panini Prizm",212,Red/White/Blue,"PSA 8",Football,
10660,,"D. Mays/Chris Carson",PSA,55010332,2017,"Panini Cont. Optic",RN-28,"Round Numbers Auto","PSA 8",Football,
10658,,"Chris Carson",PSA,55010333,2017,"Panini Cont. Optic",195,Autograph,"PSA 8",Football,
10659,,"Chris Carson",PSA,55010334,2017,"Panini Cont. Optic",195,Autograph,"PSA 8",Football,
10885,,"Tua Tagovailoa",PSA,55010335,2020,"Chronicles DP",6,"Mirror Blue","PSA 9",Football,
10678,,"Deshaun Watson",PSA,55010336,2017,"Panini Donruss Optic",345,,"PSA 9",Football,
10673,,"Deshaun Watson",PSA,55010337,2017,"Panini Donruss Optic",345,,"PSA 8",Football,
10677,,"Deshaun Watson",PSA,55010338,2017,"Panini Donruss Optic",345,,"PSA 9",Football,
10674,,"Deshaun Watson",PSA,55010339,2017,"Panini Donruss Optic",345,,"PSA 9",Football,
10670,1610595953401x684439268536090600,"Deshaun Watson",PSA,55010340,2017,"Panini Donruss",345,Base,"PSA 9",Football,30.00
10669,1610595953401x684439268536090600,"Deshaun Watson",PSA,55010341,2017,"Panini Donruss",345,Base,"PSA 9",Football,30.00
10672,1610595953401x684439268536090600,"Deshaun Watson",PSA,55010342,2017,"Panini Donruss",345,Base,"PSA 8",Football,24.91
10671,1610595953401x684439268536090600,"Deshaun Watson",PSA,55010343,2017,"Panini Donruss",345,Base,"PSA 8",Football,24.91
10664,1644770377157x115324213220818980,"Christian McCaffrey",PSA,55010344,2017,"Panini Donruss",318,Base,"PSA 8",Football,12.50
10665,1644770377157x115324213220818980,"Christian McCaffrey",PSA,55010345,2017,"Panini Donruss",318,Base,"PSA 8",Football,12.50
12669,1649636091392x137217086304813060,"Michael Jordan",PSA,55010356,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12670,1649636091392x137217086304813060,"Michael Jordan",PSA,55010358,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12671,1649636091392x137217086304813060,"Michael Jordan",PSA,55010359,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12675,1649636091392x137217086304813060,"Michael Jordan",PSA,55010360,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12676,1649636091392x137217086304813060,"Michael Jordan",PSA,55010361,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12677,1649636091392x137217086304813060,"Michael Jordan",PSA,55010362,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12678,1649636091392x137217086304813060,"Michael Jordan",PSA,55010363,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12850,1651103933927x811790607372517400,"Brett Favre",PSA,55010368,1991,Pacific,551,Base,"PSA 8",Football,10.50
12851,1651103933927x811790607372517400,"Brett Favre",PSA,55010371,1991,Pacific,551,Base,"PSA 8",Football,10.50
10571,1652219808724x998844917186822100,"Russell Wilson",PSA,55010386,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 6",Football,
10566,1652219808724x998844917186822100,"Russell Wilson",PSA,55010387,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 10",Football,14.99
10565,1652219808724x998844917186822100,"Russell Wilson",PSA,55010388,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 10",Football,14.99
10553,1652219808724x998844917186822100,"Russell Wilson",PSA,55010389,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 8",Football,8.50
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10562,1652219808724x998844917186822100,"Russell Wilson",PSA,55010390,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 7",Football,
10568,1652219808724x998844917186822100,"Russell Wilson",PSA,55010391,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 9",Football,16.05
10551,1652219808724x998844917186822100,"Russell Wilson",PSA,55010392,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 9",Football,16.05
10554,1652219808724x998844917186822100,"Russell Wilson",PSA,55010393,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 8",Football,8.50
10564,1652219808724x998844917186822100,"Russell Wilson",PSA,55010394,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 10",Football,14.99
10569,1652219808724x998844917186822100,"Russell Wilson",PSA,55010395,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 9",Football,16.05
10570,1652219808724x998844917186822100,"Russell Wilson",PSA,55010396,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 9",Football,16.05
10552,1652219808724x998844917186822100,"Russell Wilson",PSA,55010397,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 9",Football,16.05
10563,1652219808724x998844917186822100,"Russell Wilson",PSA,55010398,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 9",Football,16.05
10561,1652219808724x998844917186822100,"Russell Wilson",PSA,55010399,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 8",Football,8.50
10560,1652219808724x998844917186822100,"Russell Wilson",PSA,55010400,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 8",Football,8.50
10559,1652219808724x998844917186822100,"Russell Wilson",PSA,55010401,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 8",Football,8.50
10557,1652219808724x998844917186822100,"Russell Wilson",PSA,55010402,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 8",Football,8.50
10555,1652219808724x998844917186822100,"Russell Wilson",PSA,55010403,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 8",Football,8.50
10567,1652219808724x998844917186822100,"Russell Wilson",PSA,55010404,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 9",Football,16.05
10556,1652219808724x998844917186822100,"Russell Wilson",PSA,55010405,2013,"Topps Archives",19,"Base - Two Hands On Ball","PSA 6",Football,
13079,1603131760944x584014662294502800,"Larry Bird",PSA,55010406,1981,Topps,4,Base,"PSA 7",Basketball,80.75
11898,1603131759007x983834441130714500,"Kevin McHale",PSA,55010407,1981,Topps,75,East,"PSA 6",basketball,21.88
13187,1603131768741x603497639997377000,"Magic Johnson",PSA,55010408,1981,Topps,21,Base,"PSA 7",Basketball,47.00
13188,1603131768741x603497639997377000,"Magic Johnson",PSA,55010409,1981,Topps,21,Base,"PSA 7",Basketball,47.00
13186,1603131768741x603497639997377000,"Magic Johnson",PSA,55010410,1981,Topps,21,Base,"PSA 6",Basketball,44.00
13189,1603131768741x603497639997377000,"Magic Johnson",PSA,55010412,1981,Topps,21,Base,"PSA 6",Basketball,44.00
